added at,release date,name,album,artist(s),id
2020-02-07T22:45:20+00:00,2017-12-24,Special,Special,Joe Hawley+Isaac Castor+Nabors,spotify:track:0qbqqILVkO0rRirRMmb1L5
2020-02-07T22:39:43+00:00,2015-03-21,Animal Skin,Animal Skin,Bryan Dunn,spotify:track:1tdtmYCkDpc6YUvy3IesEb
2020-02-07T22:38:36+00:00,2015-06-15,I Want to Run,You're Going to Make It,Mates of State,spotify:track:71rULFNvDquuN795S3YrOl
2020-02-07T22:32:56+00:00,2013-09-03,Go,Use Your Weapons,Valley Lodge,spotify:track:5IP1c6DNlnZLJwldkVgAtX
2020-02-07T22:12:21+00:00,2008-01-10,Hey Momma',Kay Kay and His Weathered Underground,Kay Kay and His Weathered Underground,spotify:track:2f8SgIR9bKJX7FKRvJU7uO
2020-02-07T22:08:05+00:00,2005-07-12,This Too Shall Pass,Parables and Primes,Danny Schmidt,spotify:track:3ZHdUTURQRucGdzVXeDpsU
2020-02-07T22:03:55+00:00,2008-01-01,It's Always Better,Embrace the Curse,I Hate Kate,spotify:track:3zLOPzwoAGJ1YEaQ10peWC
2020-02-07T22:00:37+00:00,2014-03-10,Fear & Delight,Puppet Loosely Strung,The Correspondents,spotify:track:7zyqJJ0QwajaHaPLCqZFXN
2020-02-07T21:55:49+00:00,2017-10-13,Dancing Devil,Golden Calf,Small Leaks Sink Ships,spotify:track:6q4O0SRhyD0fucUljcqmHa
2020-02-07T21:51:03+00:00,2018-12-03,Counting Sheep,Counting Sheep,Livingmore,spotify:track:4VtErPTy8CMpVvzThQcGpO
2020-02-07T21:49:42+00:00,2013-08-03,Brighton,Escalator Music,Swelo,spotify:track:1kNAduyssM0OK9ZIwt8vJq
2020-02-07T21:43:53+00:00,2013-08-03,IDGAF,Escalator Music,Swelo,spotify:track:2BA7RgJCmdZCXZul5vqIH5
2020-02-07T21:40:22+00:00,2014-04-30,GeminEye,History Repeating: Red,The Megas,spotify:track:0c0KWT23H9pPmUMSqaJsKw
2020-02-07T20:16:11+00:00,2015-08-26,Liar,The Arcadian Wild,The Arcadian Wild,spotify:track:1vhNFXhTtpGR5kEktg2isD
2020-02-07T20:14:44+00:00,2013-09-26,Battle Dancing Unicorns with Glitter,Engine of a Million Plots,Five Iron Frenzy,spotify:track:7eADPTkaS27uPOS0wJIS0p
2020-02-07T18:19:32+00:00,2017-04-21,Shatter in the Night,Vesperteen (Deluxe Edition),Vesperteen,spotify:track:7ssEICwQTzQKO1asSLiPYt
2020-02-07T18:17:06+00:00,2018-03-23,The London Air Raids,Northern Anthems,Vian Izak,spotify:track:5MQV1cs9vJ7wmwrt8E0U0X
2020-01-27T03:26:36+00:00,2002,No Children,Tallahassee,The Mountain Goats,spotify:track:4XpQ2F8NtzWMZ3g5t8qv2Y
2020-01-26T20:34:25+00:00,2005,To All of You,Someday We Will Foresee Obstacles,Syd Matters,spotify:track:7yC7FWZz24L43brXzNpLWT
2020-01-26T20:29:36+00:00,2014-01-01,Katie Queen Of Tennessee,The Apache Relay,The Apache Relay,spotify:track:0ASIeQUjmWfxjrK9xfc2SK
2020-01-26T20:21:33+00:00,2013-11-01,Campfire,Pine Trails,Satellite Stories,spotify:track:1SBrR6UDXuyO7RRmhwTIVV
2020-01-26T20:21:32+00:00,2013-03-08,REVO,R.E.V.O.,Walk Off the Earth,spotify:track:0RS8Fi8WMjmgyT9SUVieoG
2020-01-26T20:13:07+00:00,2013-09-12,Pop Song,Pop Song,Theo Katzman,spotify:track:4gxchfvzixbuV8GN4RfOD2
2020-01-26T20:04:42+00:00,2009-03-03,California On My Mind - Explicit Album Version,Adult Nights,Wild Light,spotify:track:7bcnsbjVasziEJpYlFdXia
2020-01-26T20:04:42+00:00,2005-05-02,This Year,The Sunset Tree,The Mountain Goats,spotify:track:2M1Qc1mGSI1IYtmJzQtfPq
2020-01-26T19:57:13+00:00,2012-09-21,Hopeless Wanderer,Babel (Deluxe Version),Mumford & Sons,spotify:track:7o7CXsKgDXhxbSMrqGVSd0
2020-01-26T19:52:27+00:00,2015-10-09,Up To No Good,The Secret Service,The Hoosiers,spotify:track:0CS8pfaruqU1ykgmwLteRb
2020-01-26T19:49:55+00:00,2016-12-16,Mausoleum,Mausoleum,Seryn,spotify:track:4izMOshSBK4MYWRYwii4OJ
2020-01-26T19:45:42+00:00,2015-05-22,Shaking Like an Animal,Live Nudes,Crash Kings,spotify:track:0lqVhx0jZWdLUF7TcTxRQT
2020-01-26T19:41:58+00:00,2010,Bullet,Steel Train,Steel Train,spotify:track:1lmCfK7YeWDkjMozM6IIWx
2020-01-24T14:24:24+00:00,2007-09-25,In Our Bedroom After The War,In Our Bedroom After The War,Stars,spotify:track:5b43XehPlGYoOGjl9AncUV
2020-01-24T14:20:26+00:00,2016-08-12,Fine on My Own (feat. the Pride of Mesa Ridge),Trapdoor Social,Trapdoor Social+The Pride of Mesa Ridge,spotify:track:7wTiWnmGKN8bEZ7MoZ0Fit
2020-01-24T14:16:28+00:00,2013-12-16,The Manic,Udana Prana,Amarante,spotify:track:0a0Kjuo2Zmtbt2qjIziJi2
2020-01-24T14:16:27+00:00,2015-10-07,Firefly,Firefly,Skyhill,spotify:track:2Q69jVyQtMrlQkk9JY8Gah
2020-01-24T14:09:23+00:00,2011-03-30,Home,Aliceband,AlicebanD,spotify:track:1gHod72UWp4w7pAYbOBzVi
2020-01-24T14:06:11+00:00,2017-12-08,Constellations,Notos,The Oh Hellos,spotify:track:4jSn6FrDRf0uMag3A4cOO6
2020-01-24T14:04:52+00:00,2012-09-11,Dear Fellow Traveller,Old World Romance,Sea Wolf,spotify:track:2j9z9hejHzVbcRUyYM7PZ1
2020-01-24T13:57:00+00:00,2015-08-14,Start Somewhere,Start Somewhere,A Yawn Worth Yelling,spotify:track:3kSZhpgkYRJ6qZvvPxHHq4
2020-01-24T13:52:45+00:00,2014-04-14,Ghost,Not a Trampoline,Rob Cantor,spotify:track:73V2hUqyMDl3nMYh9uorhh
2020-01-24T13:50:01+00:00,2015-10-15,Heaven Is Under the Sun,Beta Play,Beta Play,spotify:track:52Oxv1kRmRlv7i8ynxVeqZ
2020-01-24T13:46:05+00:00,2014-07-08,Doctor,Hurricane,Truslow,spotify:track:1qzXn13hcfDCbE6jEatEHF
2020-01-22T20:15:34+00:00,1981,Space Age Love Song,We Are The '80s,A Flock Of Seagulls,spotify:track:7zSAI7Ae6DPVepN8MksKVZ
2020-01-19T22:18:24+00:00,2019-12-04,6 Feet,6 Feet,Zalinki,spotify:track:4S0UTw4L3eByB02nLZKa2R
2020-01-14T01:11:13+00:00,1992-01-01,Promentory,The Last Of The Mohicans (Original Motion Picture Soundtrack),Trevor Jones,spotify:track:0l4seNH8AyE2kvjxFfpWi1
2020-01-02T23:22:02+00:00,2017-10-13,GRRRLS,GRRRLS,AViVA,spotify:track:1DkX0AcEDzuFeh4TEAl143
2020-01-02T23:12:34+00:00,2019-07-24,STREETS,STREETS,AViVA,spotify:track:3jUa7iCPlVlVqpPQeESdTa
2020-01-02T23:04:58+00:00,2018-01-19,DROWN,DROWN,AViVA,spotify:track:223297CRwY5jcYWBsiC3pG
2020-01-02T22:57:22+00:00,2019-11-22,PSYCHO,PSYCHO,AViVA,spotify:track:5ndQfV7CYyOp6l6xW3BJQe
2020-01-02T22:52:56+00:00,2018-11-16,Blame It On The Kids,Blame It On The Kids,AViVA,spotify:track:1jfBIylYmLMklQOpbWT5s0
2020-01-02T22:48:49+00:00,2019-10-25,CEMETERY,CEMETERY,AViVA,spotify:track:4elEowCFkEBLejkgJOGcba
2020-01-01T01:02:12+00:00,2019-10-17,Dance Monkey,Dance Monkey (Stripped Back) / Dance Monkey,Tones And I,spotify:track:2XU0oxnq2qxCpomAAuJY8K
2019-12-29T17:18:49+00:00,1989-04-04,Major Tom - Coming Home,The Different Story (World Of Lust And Crime),Peter Schilling,spotify:track:709ffFK4o4MtG1NKoLvOma
2019-12-29T01:25:27+00:00,2003-01-01,One Thing,Finger Eleven,Finger Eleven,spotify:track:2BepFzUWfczDk68DXj10w3
2019-12-28T03:59:33+00:00,2019-12-09,Eeeaaaooo,Eeeaaaooo,HearThatLofi,spotify:track:2ZYw9WobnuCVCqQLYoduCE
2019-12-27T14:38:15+00:00,2013-10-09,Tornado,Tornado,Wintergatan,spotify:track:44IHDrh1l9CqVOLBVQViHs
2019-12-27T14:38:04+00:00,2013-04-24,Paradis,Wintergatan,Wintergatan,spotify:track:1AWjAhZmaiwoFEAtKdVdt7
2019-12-27T14:37:55+00:00,2013-04-24,Sommarfågel,Wintergatan,Wintergatan,spotify:track:3fny5rAub4a4UAOiEo3Tny
2019-12-27T14:37:51+00:00,2013-04-24,Valentine,Wintergatan,Wintergatan,spotify:track:2CMiGOUC60ThefdBoQvEui
2019-12-27T14:37:47+00:00,2013-04-24,Slottskogen Disc Golf Club,Wintergatan,Wintergatan,spotify:track:7gvOOL30ptzVxWQu4GrfrY
2019-12-27T14:37:42+00:00,2013-04-24,Västanberg,Wintergatan,Wintergatan,spotify:track:7svthjg5LA8yoCthEfGNDX
2019-12-27T14:37:37+00:00,2013-04-24,Biking Is Better,Wintergatan,Wintergatan,spotify:track:5Vh49m56fayVaBfZo5OzDQ
2019-12-27T14:37:31+00:00,2013-04-24,Starmachine2000,Wintergatan,Wintergatan,spotify:track:2RRVwmEVM2IdfL2siZZzir
2019-12-27T14:36:55+00:00,2013-04-24,All Was Well,Wintergatan,Wintergatan,spotify:track:67wvkakLdnIIAh5MbQzTr2
2019-12-27T14:36:32+00:00,2013-04-24,The Rocket,Wintergatan,Wintergatan,spotify:track:4srzkCZ2WoPGc3M9ZzCaOI
2019-12-24T23:08:44+00:00,2019-05-02,Music for Sad People,Music for Sad People,Zalinki,spotify:track:1QWQp7wf3wvLQiiLYyGLk1
2019-12-20T23:34:38+00:00,1982-04-08,Rosanna,Toto IV,TOTO,spotify:track:37BTh5g05cxBIRYMbw8g2T
2019-12-15T16:49:53+00:00,1980-01-01,The Spirit Of Radio,Permanent Waves,Rush,spotify:track:4e9hUiLsN4mx61ARosFi7p
2019-12-04T01:46:16+00:00,1997-03-18,Brick,Whatever And Ever Amen (Remastered Edition),Ben Folds Five,spotify:track:4jKq1e80xAYixkIwt6YyV1
2019-11-30T14:51:37+00:00,2010-08-09,Cooler Than Me - Single Mix,31 Minutes to Takeoff,Mike Posner+Gigamesh,spotify:track:2V4bv1fNWfTcyRJKmej6Sj
2019-11-25T22:18:45+00:00,2016-09-23,All Eyes on Me,Good Sinner,Pigeon John,spotify:track:3PEq5AGDfU3XjK3iS91IqK
2019-11-24T21:05:54+00:00,2019-11-22,They Don't Make Em Like Me,They Don't Make Em Like Me,Pigeon John,spotify:track:0ZMd5tkIxm8XkFEwWn5Ftv
2019-11-23T00:45:54+00:00,2017-06-23,Rise Up,Evolve,Imagine Dragons,spotify:track:3zT2616WcD9Df5m21OsCX0
2019-11-15T19:51:50+00:00,2019-11-15,Oh Noel,Christmas Drag,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:7MypU6ZEqL6hstZYykaraL
2019-11-15T19:48:27+00:00,2019-11-15,Merry Christmas Everybody,Christmas Drag,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:0TuoTBdYsepQ2VKrWDW5hM
2019-11-15T19:43:55+00:00,2019-11-15,Christmas Drag,Christmas Drag,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:61EROL9kSJ5qhn1UH9mqc5
2019-11-12T23:36:59+00:00,1978-09-23,Heart Of Glass,Parallel Lines,Blondie,spotify:track:4v2rkl1mC3zVAz0nXMx9r4
2019-11-10T17:22:48+00:00,2018-09-21,Trampoline,MELT,SHAED,spotify:track:0lsRatBUs9HNIZAmoGABzk
2019-10-31T20:50:30+00:00,2018-10-01,Close Your Eyes,"TURN OFF THE LIGHT, VOL. 1",Kim Petras,spotify:track:5FN3Dh76G155e72RQjLkUZ
2019-10-28T23:50:06+00:00,2004-09-20,O Children,Abattoir Blues / The Lyre of Orpheus,Nick Cave & The Bad Seeds,spotify:track:29FQEJUtBAnxWEkux39d7I
2019-10-25T01:20:12+00:00,2016-06-24,Nevada,Nevada,Vicetone+Cozi Zuehlsdorff,spotify:track:02shCNmb6IvgB5jLqKjtkK
2019-10-18T21:59:26+00:00,2012-06-26,If You Build It,Nordo,Air Traffic Controller,spotify:track:47OLMnf5YweMw7zVRJ8XhV
2019-10-18T21:58:52+00:00,2012-06-26,Magic,Nordo,Air Traffic Controller,spotify:track:4CHYQxLJDQ1fbQ1piZs5y2
2019-10-17T02:25:21+00:00,2018-03-24,Just Hangin' Out,Cozy,Louie Zong,spotify:track:3JSIFG9h6XfXwzZ3AB1fcD
2019-10-17T02:21:55+00:00,2018-06-10,The Golden Hour,Here,Louie Zong,spotify:track:500UbifF9XkKd2HgqmsnKu
2019-10-17T02:18:36+00:00,2019-01-25,Cartoons,Cartoons,Louie Zong,spotify:track:6dIyGS5D1dKvFyJq16w2C4
2019-10-17T02:17:09+00:00,2018-02-23,Asymptotic,Singles,Louie Zong,spotify:track:4GUVnRnXP4DDGRPoperoAV
2019-10-17T02:13:37+00:00,2018-06-28,Thumbnail,Thumbnail,Louie Zong+Brian David Gilbert,spotify:track:315nF0bGYJxNcSI6S3Y8aN
2019-10-17T02:10:32+00:00,2018-10-23,Ghost Choir,Ghost Choir,Louie Zong,spotify:track:5d5vbFsYB7EebhVgafqvKS
2019-10-17T02:05:15+00:00,2019-08-09,Steak,Fries,Louie Zong,spotify:track:7DuL9b7WEpZJb8fvQii930
2019-10-17T02:05:15+00:00,2019-08-09,Smiley,Fries,Louie Zong,spotify:track:1tUMzQu5erH6DbZYXwU12E
2019-10-17T02:05:14+00:00,2019-08-09,Sweet Potato,Fries,Louie Zong,spotify:track:2OoiFwFheDaDeRWwIyfftu
2019-10-17T02:01:44+00:00,2019-08-09,Waffle,Fries,Louie Zong,spotify:track:1Nn5m9clYoYcuCHNxrAt73
2019-10-17T02:00:36+00:00,2019-08-09,Curly,Fries,Louie Zong,spotify:track:0L473Zyh7mURyNDcowmKuH
2019-10-17T01:58:26+00:00,2019-08-09,Crinkle Cut,Fries,Louie Zong,spotify:track:2SoGHCHVIpig0BRjPKgXUw
2019-10-07T00:49:34+00:00,2017-06-23,Next To Me,Evolve,Imagine Dragons,spotify:track:31VOknKjFrEX47bZXzqcoF
2019-10-06T20:31:44+00:00,1969-08-20,Les Champs-Elysées,Les Champs-Èlysées,Joe Dassin,spotify:track:4VWbPQUPvLes814r6T11Jz
2019-10-06T20:24:41+00:00,2016-09-02,Septembre,Mystère,La Femme,spotify:track:5TF2t2gJKNGh9tNyIRXw9E
2019-10-06T20:13:24+00:00,2013-01-01,It's Time To Wake Up (2023),Psycho Tropical Berlin,La Femme,spotify:track:6f9bGAJ09xWnW6LKUOhIR0
2019-10-06T20:10:52+00:00,2013-01-01,La Femme,Psycho Tropical Berlin,La Femme,spotify:track:16NUOPzXGzCEyoLxoFc87E
2019-10-06T00:17:24+00:00,2017-09-14,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]",Lorde+Khalid+Post Malone+SZA,spotify:track:7rdUtXasA973gmrr2Xxh3E
2019-09-28T22:37:48+00:00,2010-11-09,Forget You,The Lady Killer,CeeLo Green,spotify:track:7AqISujIaWcY3h5zrOqt5v
2019-09-26T12:03:04+00:00,2011-11-25,Tonight Tonight,Whatever,Hot Chelle Rae,spotify:track:2i0AUcEnsDm3dsqLrFWUCq
2019-09-25T22:11:42+00:00,2011,Outro,"Hurry Up, We're Dreaming",M83,spotify:track:2QVmiA93GVhWNTWQctyY1K
2019-09-22T05:47:08+00:00,2016-02-22,Bare,Bare,WILDES,spotify:track:3uvsVUrAaGQJCTEUR1S3Sx
2019-09-19T03:39:37+00:00,2015-11-20,Echoes in Rain,Dark Sky Island,Enya,spotify:track:3WdBXPv7WUY9fZ6YyTpX6M
2019-09-19T03:39:23+00:00,1988,Orinoco Flow,Watermark,Enya,spotify:track:14EUcXXpqrC03Dzzdj8bGr
2019-09-19T03:39:12+00:00,2000-11-11,A Day Without Rain,A Day Without Rain,Enya,spotify:track:0y6DSMwFO6cLKN1XB85cGV
2019-09-19T03:38:52+00:00,2001-11-19,May It Be,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),Enya,spotify:track:7LAJWSKK8JMIZAcblgUMS6
2019-09-19T03:38:25+00:00,2000-11-11,Only Time,A Day Without Rain,Enya,spotify:track:6FLwmdmW77N1Pxb1aWsZmO
2019-09-19T03:35:12+00:00,1987,Boadicea,The Celts,Enya,spotify:track:3c9xinOHrEqF39omS0Czj1
2019-09-19T03:30:51+00:00,1993-03-09,Shape Of My Heart,Ten Summoner's Tales,Sting,spotify:track:6CKoWCWAqEVWVjpeoJXyNH
2019-09-18T04:26:50+00:00,1997-02-24,Your Woman,Women In Technology,White Town,spotify:track:4ACxa9buEUnOdYEoPcnMpi
2019-09-18T04:23:15+00:00,1997-09-29,Bitter Sweet Symphony,Urban Hymns (Remastered 2016),The Verve,spotify:track:57iDDD9N9tTWe75x6qhStw
2019-09-18T04:14:24+00:00,1989-08-16,Pretty Little Ditty - Remastered,Mother's Milk,Red Hot Chili Peppers,spotify:track:0VNgwKioO0om8n9R3oBoIj
2019-09-16T21:42:59+00:00,2015-10-02,Waiting For Love,Stories,Avicii,spotify:track:2P4OICZRVAQcYAV2JReRfj
2019-09-16T20:55:43+00:00,2009-01-01,Kings And Queens,This Is War,Thirty Seconds To Mars,spotify:track:4sjLcE0GQ6urc4iUXsUPe9
2019-09-16T12:42:03+00:00,1978-06-06,Just What I Needed,The Cars,The Cars,spotify:track:4alHo6RGd0D3OUbTPExTHN
2019-09-03T21:31:41+00:00,2015-10-30,Who We Are,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:2x2SotEkKozaFh6H1aVnOZ
2019-09-03T21:31:37+00:00,2015-10-30,Battle Cry,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:3KgIZWuC7JJOgkcGeAWbZg
2019-09-03T21:31:33+00:00,2015-10-30,Warriors,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:1lgN0A2Vki2FTON5PYq42m
2019-09-03T19:49:22+00:00,2015-10-30,Second Chances,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:6FQcdl2PzmsoXRF3F1flZ5
2019-09-03T19:45:38+00:00,2015-10-30,Hopeless Opus,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:5ygTySvimUjWJk9WLgMDCn
2019-09-03T19:42:32+00:00,2015-10-30,Trouble,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:6JsePoT1VWserj2YIUu0hE
2019-09-03T19:37:18+00:00,2015-10-30,It Comes Back To You,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:0rKlNsNmGGKGXo6tDgkHEn
2019-09-03T19:32:53+00:00,2015-10-30,Monster,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:2Xaw1RrXP3mdooKWysuRJ8
2019-09-03T19:25:27+00:00,2015-10-30,Thief,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:2Q4OrJV7rGtUpPsLGbchgr
2019-09-03T19:20:05+00:00,2015-10-30,Polaroid,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:6Ng999MKVY9ikd8FtGaNnz
2019-09-03T19:13:10+00:00,2015-10-30,Shots,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:7odsUFDiJVv0HUQuSYsRbT
2019-09-02T15:42:44+00:00,2016-05-13,Final Song,Final Song,MØ,spotify:track:4qqArAiTPueDxIp7cf87h7
2019-09-01T19:07:59+00:00,2015-10-30,Gold,Smoke + Mirrors (Deluxe),Imagine Dragons,spotify:track:3pgDkYNYH7hMCl5Njib24j
2019-09-01T19:04:53+00:00,2012-09-04,Nothing Left To Say / Rocks,Night Visions (Deluxe),Imagine Dragons,spotify:track:16hsoq7933Mb069YTs2XYX
2019-08-31T23:37:03+00:00,2012-09-04,Bleeding Out,Night Visions (Deluxe),Imagine Dragons,spotify:track:2auTfKFcoQd7z2uFCeuaww
2019-08-31T23:32:43+00:00,2012-09-04,Underdog,Night Visions (Deluxe),Imagine Dragons,spotify:track:5QkekEa4chV2jzA6007bD6
2019-08-31T23:29:06+00:00,2017-06-23,Whatever It Takes,Evolve,Imagine Dragons,spotify:track:6Qn5zhYkTa37e91HC1D7lb
2019-08-31T23:28:56+00:00,2012-09-04,Amsterdam,Night Visions (Deluxe),Imagine Dragons,spotify:track:3wBIDJLDvo0h0u1mKU9Bm6
2019-08-31T18:45:36+00:00,2018-10-05,My Blood,Trench,Twenty One Pilots,spotify:track:5HeKOKc4phmLn8e4I7EkzD
2019-08-31T18:20:45+00:00,2011,Sail,Megalithic Symphony Deluxe,AWOLNATION,spotify:track:5xhQChGGhKLWqBqX4XhtYE
2019-08-30T12:10:28+00:00,2014-01-01,Sleeping With A Friend,Pop Psychology,Neon Trees,spotify:track:0K1KOCeJBj3lpDYxEX9qP2
2019-08-30T11:26:11+00:00,2012-01-01,Everybody Talks,Picture Show,Neon Trees,spotify:track:2iUmqdfGZcHIhS3b9E9EWq
2019-08-30T11:26:01+00:00,2010-01-01,Animal,Habits,Neon Trees,spotify:track:1fBl642IhJOE5U319Gy2Go
2019-08-30T11:25:56+00:00,2010-01-01,1983,Habits,Neon Trees,spotify:track:4DJLcyfnyEGlUejAEAX4az
2019-08-29T15:38:28+00:00,2018-09-21,Burn the House Down,The Click (Deluxe Edition),AJR,spotify:track:0j7pdNXDzEVQST5Zcoh5xo
2019-08-08T17:21:40+00:00,2018-10-26,Bleed Magic,Bleed Magic,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:73y59JEXs1yNwjuinuQA4c
